data,hora,t1,t2,x,y,z
01/08/2011,11:41:05.00,4,8,291573.824,7606591.503,-6.074
01/08/2011,11:41:06.00,4,8,291572.515,7606591.624,-6.050
01/08/2011,11:41:07.00,4,8,291571.410,7606591.785,-5.995
01/08/2011,11:41:08.00,4,8,291570.317,7606592.024,-5.955
01/08/2011,11:41:09.00,4,8,291569.304,7606592.178,-5.894
01/08/2011,11:41:10.00,4,8,291568.358,7606592.427,-5.891
01/08/2011,11:41:11.00,4,8,291567.297,7606592.545,-5.844
01/08/2011,11:41:12.00,4,8,291566.192,7606592.824,-5.793
01/08/2011,11:41:13.00,4,8,291565.076,7606593.033,-5.698
01/08/2011,11:41:14.00,4,8,291563.880,7606593.160,-5.616
01/08/2011,11:41:15.00,4,8,291562.770,7606593.356,-5.535
01/08/2011,11:41:16.00,4,8,291561.765,7606593.581,-5.464
01/08/2011,11:41:17.00,4,8,291560.662,7606593.770,-5.375
01/08/2011,11:41:18.00,4,8,291559.791,7606593.876,-5.250
01/08/2011,11:41:19.00,4,8,291558.900,7606594.106,-5.151
01/08/2011,11:41:20.00,4,8,291558.686,7606594.080,-5.185
01/08/2011,11:41:21.00,4,8,291558.657,7606593.858,-5.174
01/08/2011,11:41:22.00,4,8,291558.501,7606593.944,-5.159
01/08/2011,11:41:23.00,4,8,291558.544,7606593.938,-5.166
01/08/2011,11:41:24.00,4,8,291558.523,7606593.996,-5.164
01/08/2011,11:41:25.00,4,8,291558.519,7606594.013,-5.165
01/08/2011,11:41:26.00,4,8,291558.223,7606594.075,-4.947
01/08/2011,11:41:27.00,4,8,291557.332,7606594.273,-4.698
01/08/2011,11:41:28.00,4,8,291556.441,7606594.254,-4.277
01/08/2011,11:41:29.00,4,8,291555.754,7606594.230,-4.047
01/08/2011,11:41:30.00,4,8,291555.428,7606594.331,-4.054
01/08/2011,11:41:31.00,4,8,291555.360,7606594.422,-4.038
01/08/2011,11:41:32.00,4,8,291555.332,7606594.407,-4.039
01/08/2011,11:41:33.00,4,8,291555.321,7606594.402,-4.041
01/08/2011,11:41:34.00,4,8,291555.297,7606594.416,-4.039
01/08/2011,11:41:35.00,4,8,291555.318,7606594.458,-4.048
01/08/2011,11:41:36.00,4,8,291555.334,7606594.441,-4.042
01/08/2011,11:41:37.00,4,8,291555.331,7606594.432,-4.040
01/08/2011,11:41:38.00,4,8,291555.526,7606594.205,-3.980
01/08/2011,11:41:39.00,4,8,291554.986,7606593.533,-4.015
01/08/2011,11:41:40.00,4,8,291554.712,7606593.511,-4.075
01/08/2011,11:41:41.00,4,8,291554.699,7606593.582,-4.077
01/08/2011,11:41:42.00,4,8,291554.676,7606593.616,-4.082
01/08/2011,11:41:43.00,4,8,291554.615,7606593.567,-4.079
01/08/2011,11:41:44.00,4,8,291554.580,7606593.587,-4.081
01/08/2011,11:41:45.00,4,8,291554.043,7606594.055,-3.839
01/08/2011,11:41:46.00,4,8,291553.081,7606594.586,-3.727
01/08/2011,11:41:47.00,4,8,291552.423,7606594.934,-3.580
01/08/2011,11:41:48.00,4,8,291551.363,7606595.036,-3.574
01/08/2011,11:41:49.00,4,8,291550.297,7606595.145,-3.581
01/08/2011,11:41:50.00,4,8,291549.425,7606595.130,-3.608
01/08/2011,11:41:51.00,4,8,291548.262,7606595.373,-3.659
01/08/2011,11:41:52.00,4,8,291547.169,7606595.471,-3.722
01/08/2011,11:41:53.00,4,8,291545.968,7606595.658,-3.747
01/08/2011,11:41:54.00,4,8,291544.878,7606595.709,-3.789
01/08/2011,11:41:55.00,4,8,291543.749,7606595.837,-3.807
01/08/2011,11:41:56.00,4,8,291542.719,7606596.010,-3.854
01/08/2011,11:41:57.00,4,8,291541.727,7606595.983,-3.935
01/08/2011,11:41:58.00,4,8,291541.355,7606596.086,-4.085
01/08/2011,11:41:59.00,4,8,291541.282,7606595.970,-4.116
01/08/2011,11:42:00.00,4,8,291541.182,7606595.896,-4.109
01/08/2011,11:42:01.00,4,8,291541.128,7606595.757,-4.095
01/08/2011,11:42:02.00,4,8,291541.120,7606595.779,-4.097
01/08/2011,11:42:03.00,4,8,291541.007,7606595.853,-4.025
01/08/2011,11:42:04.00,4,8,291540.146,7606595.927,-3.945
01/08/2011,11:42:05.00,4,8,291539.048,7606596.024,-3.961
01/08/2011,11:42:06.00,4,8,291537.833,7606596.324,-3.985
01/08/2011,11:42:07.00,4,8,291536.565,7606596.593,-3.962
01/08/2011,11:42:08.00,4,8,291535.265,7606596.742,-3.909
01/08/2011,11:42:09.00,4,8,291534.024,7606596.799,-3.932
01/08/2011,11:42:10.00,4,8,291532.759,7606596.860,-3.928
01/08/2011,11:42:11.00,4,8,291531.577,7606596.926,-3.903
01/08/2011,11:42:12.00,4,8,291530.422,7606597.106,-3.871
01/08/2011,11:42:13.00,4,8,291529.245,7606597.207,-3.828
01/08/2011,11:42:14.00,4,8,291528.060,7606597.365,-3.773
01/08/2011,11:42:15.00,4,8,291526.936,7606597.590,-3.690
01/08/2011,11:42:16.00,4,8,291525.855,7606597.672,-3.619
01/08/2011,11:42:17.00,4,8,291524.793,7606597.825,-3.541
01/08/2011,11:42:18.00,4,8,291523.717,7606598.085,-3.469
01/08/2011,11:42:19.00,4,8,291522.685,7606598.157,-3.432
01/08/2011,11:42:20.00,4,8,291521.750,7606598.228,-3.400
01/08/2011,11:42:21.00,4,8,291521.048,7606598.229,-3.398
01/08/2011,11:42:22.00,4,8,291521.016,7606598.294,-3.397
01/08/2011,11:42:23.00,4,8,291520.960,7606598.258,-3.399
01/08/2011,11:42:24.00,4,8,291520.950,7606598.264,-3.395
01/08/2011,11:42:25.00,4,8,291520.947,7606598.277,-3.401
01/08/2011,11:42:26.00,4,8,291520.907,7606598.300,-3.397
01/08/2011,11:42:27.00,4,8,291520.496,7606598.403,-3.199
01/08/2011,11:42:28.00,4,8,291519.591,7606598.534,-3.112
01/08/2011,11:42:29.00,4,8,291518.625,7606598.741,-2.978
01/08/2011,11:42:30.00,4,8,291517.628,7606598.895,-2.827
01/08/2011,11:42:31.00,4,8,291516.674,7606598.922,-2.722
01/08/2011,11:42:32.00,4,8,291515.844,7606598.879,-2.603
01/08/2011,11:42:33.00,4,8,291514.909,7606598.830,-2.439
01/08/2011,11:42:34.00,4,8,291513.925,7606598.791,-2.252
01/08/2011,11:42:35.00,4,8,291512.993,7606598.750,-2.053
01/08/2011,11:42:36.00,4,8,291512.101,7606598.722,-1.850
01/08/2011,11:42:37.00,4,8,291511.337,7606598.688,-1.610
01/08/2011,11:42:38.00,4,8,291510.556,7606598.575,-1.358
01/08/2011,11:42:39.00,4,8,291509.873,7606598.320,-1.184
01/08/2011,11:42:40.00,4,8,291509.149,7606598.117,-1.047
01/08/2011,11:42:41.00,4,8,291508.387,7606598.057,-0.816
01/08/2011,11:42:42.00,4,8,291507.645,7606598.103,-0.680
01/08/2011,11:42:43.00,4,8,291506.849,7606598.194,-0.543
01/08/2011,11:42:44.00,4,8,291506.007,7606598.341,-0.440
01/08/2011,11:42:45.00,4,8,291505.125,7606598.522,-0.397
01/08/2011,11:42:46.00,4,8,291504.594,7606598.640,-0.397
01/08/2011,11:42:47.00,4,8,291504.599,7606598.740,-0.397
01/08/2011,11:42:48.00,4,8,291504.567,7606598.756,-0.394
01/08/2011,11:42:49.00,4,8,291504.619,7606598.732,-0.396
01/08/2011,11:42:50.00,4,8,291504.623,7606598.757,-0.404
01/08/2011,11:42:51.00,4,8,291504.615,7606598.767,-0.403
01/08/2011,11:42:52.00,4,8,291503.973,7606598.986,-0.237
01/08/2011,11:42:53.00,4,8,291503.172,7606599.123,-0.099
01/08/2011,11:42:54.00,4,8,291502.256,7606599.259,-0.039
01/08/2011,11:42:55.00,4,8,291501.315,7606599.356,0.031
01/08/2011,11:42:56.00,4,8,291500.267,7606599.639,0.128
01/08/2011,11:42:57.00,4,8,291499.253,7606599.831,0.202
01/08/2011,11:42:58.00,4,8,291498.210,7606599.884,0.301
01/08/2011,11:42:59.00,4,8,291497.230,7606599.990,0.408
01/08/2011,11:43:00.00,4,8,291496.158,7606600.278,0.549
01/08/2011,11:43:01.00,4,8,291495.204,7606600.480,0.729
01/08/2011,11:43:02.00,4,8,291494.203,7606600.649,0.937
01/08/2011,11:43:03.00,4,8,291493.249,7606600.919,1.052
01/08/2011,11:43:04.00,4,8,291492.360,7606601.259,1.192
01/08/2011,11:43:05.00,4,8,291491.482,7606601.571,1.325
01/08/2011,11:43:06.00,4,8,291490.627,7606601.698,1.520
01/08/2011,11:43:07.00,4,8,291489.688,7606601.738,1.673
01/08/2011,11:43:08.00,4,8,291488.865,7606601.909,1.770
01/08/2011,11:43:09.00,4,8,291488.028,7606601.870,1.813
01/08/2011,11:43:10.00,4,7,291487.138,7606601.983,1.919
01/08/2011,11:43:11.00,4,7,291486.246,7606602.069,1.998
01/08/2011,11:43:12.00,4,7,291485.572,7606602.292,2.024
01/08/2011,11:43:13.00,4,8,291485.363,7606602.268,1.936
01/08/2011,11:43:14.00,4,8,291485.206,7606602.138,1.945
01/08/2011,11:43:15.00,4,8,291485.179,7606602.133,1.950
01/08/2011,11:43:16.00,4,8,291485.207,7606602.171,1.952
01/08/2011,11:43:17.00,4,8,291485.193,7606602.190,1.952
01/08/2011,11:43:18.00,4,8,291485.212,7606602.199,1.954
01/08/2011,11:43:19.00,4,8,291485.186,7606602.155,1.948
01/08/2011,11:43:20.00,4,8,291485.185,7606602.164,1.947
01/08/2011,11:43:21.00,4,8,291485.329,7606602.162,2.002
01/08/2011,11:43:22.00,4,8,291485.799,7606602.481,2.130
01/08/2011,11:43:23.00,4,8,291486.154,7606603.154,2.151
01/08/2011,11:43:24.00,4,8,291486.589,7606603.967,2.113
01/08/2011,11:43:25.00,4,8,291487.050,7606604.979,2.073
01/08/2011,11:43:26.00,4,8,291487.268,7606606.091,2.049
01/08/2011,11:43:27.00,4,8,291487.203,7606607.253,2.053
01/08/2011,11:43:28.00,4,8,291486.752,7606608.160,2.026
01/08/2011,11:43:29.00,4,8,291486.089,7606608.914,1.992
01/08/2011,11:43:30.00,4,8,291485.125,7606609.458,1.967
01/08/2011,11:43:31.00,4,8,291484.060,7606609.716,1.980
01/08/2011,11:43:32.00,4,8,291483.020,7606609.625,1.900
01/08/2011,11:43:33.00,4,8,291482.112,7606609.404,1.874
01/08/2011,11:43:34.00,4,8,291481.124,7606609.096,1.801
01/08/2011,11:43:35.00,4,8,291480.196,7606608.714,1.772
01/08/2011,11:43:36.00,4,8,291479.247,7606608.208,1.771
01/08/2011,11:43:37.00,4,8,291478.360,7606607.742,1.756
01/08/2011,11:43:38.00,4,8,291477.426,7606607.313,1.715
01/08/2011,11:43:39.00,4,8,291476.420,7606606.980,1.707
01/08/2011,11:43:40.00,4,8,291475.301,7606606.637,1.647
01/08/2011,11:43:41.00,4,8,291474.213,7606606.464,1.599
01/08/2011,11:43:42.00,4,8,291473.249,7606606.217,1.578
01/08/2011,11:43:43.00,4,8,291472.270,7606606.096,1.514
01/08/2011,11:43:44.00,4,8,291471.308,7606605.981,1.451
01/08/2011,11:43:45.00,4,8,291470.507,7606605.894,1.325
01/08/2011,11:43:46.00,4,8,291469.942,7606605.993,1.170
01/08/2011,11:43:47.00,4,8,291469.774,7606606.024,1.099
01/08/2011,11:43:48.00,4,8,291469.834,7606606.082,1.100
01/08/2011,11:43:49.00,4,8,291469.825,7606606.069,1.093
01/08/2011,11:43:50.00,4,8,291469.806,7606606.068,1.099
01/08/2011,11:43:51.00,4,8,291469.806,7606606.062,1.101
01/08/2011,11:43:52.00,4,8,291469.818,7606606.062,1.101
01/08/2011,11:43:53.00,4,8,291469.815,7606606.111,1.094
01/08/2011,11:43:54.00,4,8,291469.794,7606606.107,1.093
01/08/2011,11:43:55.00,4,8,291469.815,7606606.109,1.093
01/08/2011,11:43:56.00,4,8,291469.801,7606606.077,1.094
01/08/2011,11:43:57.00,4,8,291470.251,7606605.636,1.358
01/08/2011,11:43:58.00,4,8,291470.851,7606605.129,1.370
01/08/2011,11:43:59.00,4,8,291471.706,7606605.015,1.457
01/08/2011,11:44:00.00,4,8,291472.494,7606604.881,1.445
01/08/2011,11:44:01.00,4,8,291473.424,7606604.620,1.499
01/08/2011,11:44:02.00,4,8,291474.369,7606604.304,1.501
01/08/2011,11:44:03.00,4,8,291475.075,7606603.744,1.428
01/08/2011,11:44:04.00,4,8,291475.877,7606602.918,1.171
01/08/2011,11:44:05.00,4,8,291476.559,7606602.055,0.979
01/08/2011,11:44:06.00,4,8,291477.180,7606601.439,1.006
01/08/2011,11:44:07.00,4,8,291477.945,7606600.812,1.063
01/08/2011,11:44:08.00,4,8,291478.541,7606600.220,1.062
01/08/2011,11:44:09.00,4,8,291479.162,7606599.638,1.174
01/08/2011,11:44:10.00,4,8,291479.838,7606599.025,1.189
01/08/2011,11:44:11.00,4,8,291480.248,7606598.228,1.113
01/08/2011,11:44:12.00,4,8,291480.289,7606597.474,0.885
01/08/2011,11:44:13.00,4,8,291480.384,7606596.481,0.619
01/08/2011,11:44:14.00,4,8,291480.403,7606595.595,0.470
01/08/2011,11:44:15.00,4,8,291480.301,7606594.746,0.651
01/08/2011,11:44:16.00,4,8,291480.336,7606593.963,0.710
01/08/2011,11:44:17.00,4,8,291480.608,7606593.514,0.624
01/08/2011,11:44:18.00,4,8,291480.622,7606593.497,0.625
01/08/2011,11:44:19.00,4,8,291480.612,7606593.611,0.613
01/08/2011,11:44:20.00,4,8,291480.621,7606593.579,0.623
01/08/2011,11:44:21.00,4,8,291480.608,7606593.465,0.624
01/08/2011,11:44:22.00,4,8,291480.585,7606593.355,0.630
01/08/2011,11:44:23.00,4,8,291480.484,7606593.512,0.620
01/08/2011,11:44:24.00,4,8,291480.480,7606593.521,0.615
01/08/2011,11:44:25.00,4,8,291480.477,7606593.526,0.613
01/08/2011,11:44:26.00,4,8,291480.482,7606593.521,0.612
01/08/2011,11:44:27.00,4,8,291480.494,7606593.516,0.613
01/08/2011,11:44:28.00,4,8,291481.069,7606593.418,0.750
01/08/2011,11:44:29.00,4,8,291481.759,7606593.357,0.896
01/08/2011,11:44:30.00,4,8,291482.493,7606593.177,0.921
01/08/2011,11:44:31.00,4,8,291483.369,7606593.130,1.096
01/08/2011,11:44:32.00,4,8,291484.168,7606593.157,1.092
01/08/2011,11:44:33.00,4,8,291484.457,7606593.098,1.125
01/08/2011,11:44:34.00,4,8,291484.520,7606593.017,1.123
01/08/2011,11:44:35.00,4,8,291484.441,7606592.964,1.133
01/08/2011,11:44:36.00,4,8,291484.469,7606592.932,1.134
01/08/2011,11:44:37.00,4,8,291484.997,7606592.965,1.164
01/08/2011,11:44:38.00,4,8,291485.782,7606592.813,1.196
01/08/2011,11:44:39.00,4,8,291486.828,7606592.664,1.128
01/08/2011,11:44:40.00,4,8,291488.004,7606592.453,1.007
01/08/2011,11:44:41.00,4,8,291489.198,7606592.314,0.878
01/08/2011,11:44:42.00,4,8,291490.334,7606592.165,0.785
01/08/2011,11:44:43.00,4,8,291491.565,7606592.084,0.668
01/08/2011,11:44:44.00,4,8,291492.546,7606591.871,0.586
01/08/2011,11:44:45.00,4,8,291492.894,7606591.707,0.522
01/08/2011,11:44:46.00,4,8,291492.971,7606591.710,0.510
01/08/2011,11:44:47.00,4,8,291493.018,7606591.743,0.520
01/08/2011,11:44:48.00,4,8,291493.076,7606591.695,0.515
01/08/2011,11:44:49.00,4,8,291493.677,7606591.692,0.643
01/08/2011,11:44:50.00,4,8,291494.537,7606591.697,0.737
01/08/2011,11:44:51.00,4,8,291495.564,7606591.591,0.787
01/08/2011,11:44:52.00,4,8,291496.551,7606591.457,0.829
01/08/2011,11:44:53.00,4,8,291497.520,7606591.290,0.828
01/08/2011,11:44:54.00,4,8,291498.692,7606591.094,0.811
01/08/2011,11:44:55.00,4,8,291499.708,7606590.960,0.825
01/08/2011,11:44:56.00,4,8,291500.742,7606590.851,0.699
01/08/2011,11:44:57.00,4,8,291501.767,7606590.800,0.584
01/08/2011,11:44:58.00,4,8,291502.796,7606590.687,0.430
01/08/2011,11:44:59.00,4,8,291503.575,7606590.664,0.296
01/08/2011,11:45:00.00,4,8,291503.738,7606590.753,0.296
01/08/2011,11:45:01.00,4,8,291503.767,7606590.767,0.291
01/08/2011,11:45:02.00,4,8,291503.783,7606590.763,0.292
01/08/2011,11:45:03.00,4,8,291503.808,7606590.757,0.296
01/08/2011,11:45:04.00,4,8,291503.808,7606590.759,0.289
01/08/2011,11:45:05.00,4,8,291504.002,7606590.625,0.372
01/08/2011,11:45:06.00,4,8,291504.843,7606590.404,0.102
01/08/2011,11:45:07.00,4,8,291505.874,7606590.190,-0.218
01/08/2011,11:45:08.00,4,8,291506.949,7606590.053,-0.637
01/08/2011,11:45:09.00,4,8,291508.166,7606590.140,-1.020
01/08/2011,11:45:10.00,4,8,291509.397,7606590.208,-1.350
01/08/2011,11:45:11.00,4,8,291510.599,7606590.234,-1.672
01/08/2011,11:45:12.00,4,8,291511.662,7606590.219,-1.965
01/08/2011,11:45:13.00,4,8,291512.937,7606590.368,-2.289
01/08/2011,11:45:14.00,4,8,291514.146,7606590.507,-2.589
01/08/2011,11:45:15.00,4,8,291515.381,7606590.623,-2.812
01/08/2011,11:45:16.00,4,8,291516.560,7606590.640,-3.047
01/08/2011,11:45:17.00,4,8,291517.881,7606590.593,-3.201
01/08/2011,11:45:18.00,4,8,291519.011,7606590.525,-3.356
01/08/2011,11:45:19.00,4,8,291519.745,7606590.463,-3.463
01/08/2011,11:45:20.00,4,8,291519.772,7606590.417,-3.470
01/08/2011,11:45:21.00,4,8,291519.765,7606590.392,-3.474
01/08/2011,11:45:22.00,4,8,291519.877,7606590.543,-3.461
01/08/2011,11:45:23.00,4,8,291519.899,7606590.567,-3.464
01/08/2011,11:45:24.00,4,8,291520.470,7606590.581,-3.410
01/08/2011,11:45:25.00,4,8,291521.489,7606590.542,-3.490
01/08/2011,11:45:26.00,4,8,291522.715,7606590.497,-3.554
01/08/2011,11:45:27.00,4,8,291524.005,7606590.527,-3.645
01/08/2011,11:45:28.00,4,8,291525.214,7606590.630,-3.711
01/08/2011,11:45:29.00,4,8,291526.466,7606590.615,-3.812
01/08/2011,11:45:30.00,4,8,291527.839,7606590.656,-3.820
01/08/2011,11:45:31.00,4,8,291529.073,7606590.650,-3.874
01/08/2011,11:45:32.00,4,8,291530.340,7606590.607,-3.919
01/08/2011,11:45:33.00,4,8,291531.631,7606590.494,-3.987
01/08/2011,11:45:34.00,4,8,291532.926,7606590.482,-3.983
01/08/2011,11:45:35.00,4,8,291534.128,7606590.295,-3.973
01/08/2011,11:45:36.00,4,8,291535.402,7606590.106,-4.007
01/08/2011,11:45:37.00,4,8,291536.498,7606590.047,-4.005
01/08/2011,11:45:38.00,4,8,291537.851,7606589.964,-4.048
01/08/2011,11:45:39.00,4,8,291539.158,7606589.764,-3.993
01/08/2011,11:45:40.00,4,8,291540.441,7606589.667,-3.987
01/08/2011,11:45:41.00,4,8,291541.599,7606589.580,-3.978
01/08/2011,11:45:42.00,4,8,291542.813,7606589.303,-3.953
01/08/2011,11:45:43.00,4,8,291543.899,7606589.014,-3.918
01/08/2011,11:45:44.00,4,8,291545.104,7606588.697,-3.898
01/08/2011,11:45:45.00,4,8,291546.336,7606588.504,-3.859
01/08/2011,11:45:46.00,4,8,291547.484,7606588.283,-3.866
01/08/2011,11:45:47.00,4,8,291548.693,7606588.074,-3.836
01/08/2011,11:45:48.00,4,8,291549.830,7606587.860,-3.826
01/08/2011,11:45:49.00,4,8,291550.981,7606587.637,-3.810
01/08/2011,11:45:50.00,4,8,291552.025,7606587.464,-3.829
01/08/2011,11:45:51.00,4,8,291552.982,7606587.175,-3.894
01/08/2011,11:45:52.00,4,8,291553.694,7606587.117,-3.924
01/08/2011,11:45:53.00,4,8,291553.802,7606587.074,-4.028
01/08/2011,11:45:54.00,4,8,291553.848,7606587.088,-4.028
01/08/2011,11:45:55.00,4,8,291553.845,7606587.078,-4.026
01/08/2011,11:45:56.00,4,8,291553.823,7606587.054,-4.027
01/08/2011,11:45:57.00,4,8,291553.822,7606587.045,-4.031
01/08/2011,11:45:58.00,4,8,291553.821,7606587.042,-4.027
01/08/2011,11:45:59.00,4,8,291553.822,7606587.042,-4.028
01/08/2011,11:46:00.00,4,8,291554.001,7606587.071,-4.115
01/08/2011,11:46:01.00,4,8,291554.489,7606586.959,-4.468
01/08/2011,11:46:02.00,4,8,291555.245,7606586.833,-5.009
01/08/2011,11:46:03.00,4,8,291555.497,7606586.695,-4.995
01/08/2011,11:46:04.00,4,8,291555.512,7606586.726,-4.997
01/08/2011,11:46:05.00,4,8,291555.524,7606586.697,-4.998
01/08/2011,11:46:06.00,4,8,291555.522,7606586.680,-4.999
01/08/2011,11:46:07.00,4,8,291555.530,7606586.648,-4.996
01/08/2011,11:46:08.00,4,8,291555.748,7606586.609,-4.943
01/08/2011,11:46:09.00,4,8,291556.697,7606586.291,-5.129
01/08/2011,11:46:10.00,4,8,291557.898,7606585.955,-5.305
01/08/2011,11:46:11.00,4,8,291559.183,7606585.634,-5.471
01/08/2011,11:46:12.00,4,8,291560.447,7606585.333,-5.598
01/08/2011,11:46:13.00,4,8,291561.687,7606584.969,-5.684
01/08/2011,11:46:14.00,4,8,291562.809,7606584.763,-5.809
01/08/2011,11:46:15.00,4,8,291563.952,7606584.463,-5.891
01/08/2011,11:46:16.00,4,8,291565.181,7606584.166,-5.966
01/08/2011,11:46:17.00,4,8,291566.379,7606583.914,-5.985
01/08/2011,11:46:18.00,4,8,291567.604,7606583.747,-6.039
01/08/2011,11:46:19.00,4,8,291568.865,7606583.499,-6.063
01/08/2011,11:46:20.00,4,8,291569.966,7606583.372,-6.125
01/08/2011,11:46:21.00,4,8,291571.201,7606583.223,-6.179
01/08/2011,11:46:22.00,4,8,291572.418,7606582.984,-6.216
01/08/2011,11:46:23.00,4,8,291573.526,7606582.737,-6.240
01/08/2011,11:46:24.00,4,8,291574.594,7606582.522,-6.285
01/08/2011,11:46:25.00,4,8,291575.794,7606582.430,-6.322
01/08/2011,11:46:26.00,4,8,291576.974,7606582.248,-6.341
01/08/2011,11:46:27.00,4,8,291578.028,7606581.999,-6.370
01/08/2011,11:46:28.00,4,8,291579.173,7606581.818,-6.381
01/08/2011,11:46:29.00,4,8,291580.262,7606581.594,-6.453
01/08/2011,11:46:30.00,4,8,291581.336,7606581.336,-6.499
01/08/2011,11:46:31.00,4,8,291582.540,7606580.995,-6.548
01/08/2011,11:46:32.00,4,8,291583.649,7606580.681,-6.590
01/08/2011,11:46:33.00,4,8,291584.676,7606580.460,-6.643
01/08/2011,11:46:34.00,4,8,291585.876,7606580.219,-6.690
01/08/2011,11:46:35.00,4,8,291587.081,7606579.861,-6.738
01/08/2011,11:46:36.00,4,8,291588.143,7606579.527,-6.783
01/08/2011,11:46:37.00,4,8,291588.904,7606579.385,-6.813
01/08/2011,11:46:38.00,4,8,291588.897,7606579.329,-6.823
01/08/2011,11:46:39.00,4,8,291588.887,7606579.344,-6.830
01/08/2011,11:46:40.00,4,8,291588.918,7606579.359,-6.822
01/08/2011,11:46:41.00,4,8,291589.018,7606579.410,-6.817
01/08/2011,11:46:42.00,4,8,291589.012,7606579.396,-6.824
01/08/2011,11:46:43.00,4,8,291589.019,7606579.379,-6.821
01/08/2011,11:46:44.00,4,8,291589.010,7606579.358,-6.821
01/08/2011,11:46:45.00,4,8,291589.012,7606579.356,-6.824
01/08/2011,11:46:46.00,4,8,291589.015,7606579.359,-6.821
01/08/2011,11:46:47.00,4,8,291589.017,7606579.352,-6.823
01/08/2011,11:46:48.00,4,8,291588.953,7606579.375,-6.835
01/08/2011,11:46:49.00,4,8,291588.962,7606579.249,-6.736
01/08/2011,11:46:50.00,4,8,291588.953,7606578.419,-6.751
01/08/2011,11:46:51.00,4,8,291588.783,7606577.223,-6.790
01/08/2011,11:46:52.00,4,8,291588.601,7606575.985,-6.781
01/08/2011,11:46:53.00,4,8,291588.407,7606574.789,-6.781
01/08/2011,11:46:54.00,4,8,291588.231,7606573.554,-6.789
01/08/2011,11:46:55.00,4,8,291588.120,7606572.355,-6.833
01/08/2011,11:46:56.00,4,8,291587.873,7606571.123,-6.831
01/08/2011,11:46:57.00,4,8,291587.586,7606569.997,-6.818
01/08/2011,11:46:58.00,4,8,291587.341,7606568.967,-6.843
01/08/2011,11:46:59.00,4,8,291587.059,7606568.034,-6.867
01/08/2011,11:47:00.00,4,8,291586.708,7606567.138,-6.840
01/08/2011,11:47:01.00,4,8,291586.594,7606566.625,-6.895
01/08/2011,11:47:02.00,4,8,291586.526,7606566.464,-6.879
01/08/2011,11:47:03.00,4,8,291586.436,7606566.513,-6.892
01/08/2011,11:47:04.00,4,8,291586.433,7606566.485,-6.891
01/08/2011,11:47:05.00,4,8,291586.489,7606566.500,-6.902
01/08/2011,11:47:06.00,4,8,291586.433,7606566.397,-6.895
01/08/2011,11:47:07.00,4,8,291586.436,7606566.417,-6.898
01/08/2011,11:47:08.00,4,8,291586.433,7606566.418,-6.902
01/08/2011,11:47:09.00,4,8,291586.424,7606566.419,-6.901
01/08/2011,11:47:10.00,4,8,291586.409,7606566.400,-6.900
01/08/2011,11:47:11.00,4,8,291586.266,7606566.527,-6.808
01/08/2011,11:47:12.00,4,8,291585.488,7606566.714,-6.798
01/08/2011,11:47:13.00,4,8,291584.416,7606567.065,-6.785
01/08/2011,11:47:14.00,4,8,291583.241,7606567.447,-6.738
01/08/2011,11:47:15.00,4,8,291582.068,7606567.808,-6.680
01/08/2011,11:47:16.00,4,8,291580.788,7606568.094,-6.659
01/08/2011,11:47:17.00,4,8,291579.626,7606568.409,-6.611
01/08/2011,11:47:18.00,4,8,291578.455,7606568.726,-6.580
01/08/2011,11:47:19.00,4,8,291577.274,7606569.016,-6.538
01/08/2011,11:47:20.00,4,8,291576.104,7606569.268,-6.496
01/08/2011,11:47:21.00,4,8,291574.941,7606569.505,-6.440
01/08/2011,11:47:22.00,4,8,291573.788,7606569.709,-6.426
01/08/2011,11:47:23.00,4,8,291572.633,7606569.938,-6.387
01/08/2011,11:47:24.00,4,8,291571.532,7606570.214,-6.339
01/08/2011,11:47:25.00,4,8,291570.305,7606570.445,-6.310
01/08/2011,11:47:26.00,4,8,291569.186,7606570.704,-6.261
01/08/2011,11:47:27.00,4,8,291568.197,7606570.896,-6.221
01/08/2011,11:47:28.00,4,8,291567.118,7606571.199,-6.186
01/08/2011,11:47:29.00,4,8,291565.932,7606571.469,-6.156
01/08/2011,11:47:30.00,4,8,291564.809,7606571.679,-6.123
01/08/2011,11:47:31.00,4,8,291563.756,7606571.733,-6.093
01/08/2011,11:47:32.00,4,8,291562.556,7606571.845,-6.049
01/08/2011,11:47:33.00,4,8,291561.428,7606571.972,-5.973
01/08/2011,11:47:34.00,4,8,291560.294,7606572.071,-5.886
01/08/2011,11:47:35.00,4,8,291559.201,7606572.169,-5.791
01/08/2011,11:47:36.00,4,8,291558.195,7606572.342,-5.677
01/08/2011,11:47:37.00,4,8,291557.069,7606572.619,-5.529
01/08/2011,11:47:38.00,4,8,291555.896,7606572.765,-5.237
01/08/2011,11:47:39.00,4,8,291555.058,7606572.834,-5.092
01/08/2011,11:47:40.00,4,8,291554.091,7606572.868,-4.980
01/08/2011,11:47:41.00,4,8,291553.302,7606572.912,-4.850
01/08/2011,11:47:42.00,4,8,291553.078,7606572.980,-4.877
01/08/2011,11:47:43.00,4,8,291553.058,7606572.940,-4.874
01/08/2011,11:47:44.00,4,8,291553.062,7606572.950,-4.877
01/08/2011,11:47:45.00,4,8,291553.082,7606572.961,-4.876
01/08/2011,11:47:46.00,4,8,291553.053,7606573.009,-4.879
01/08/2011,11:47:47.00,4,8,291553.182,7606572.997,-4.370
